55242 91467
16284 16545 111
16285 16286 76
16285 16796 218
16286 16287 75
16286 17802 210
16286 17801 218
16287 17932 218
16288 16289 76
16288 17247 217
16289 17445 219
16290 16929 269
16291 17339 84
16291 17338 85
16291 16292 261
16292 16837 84
16292 16836 84
16293 17519 84
16293 17658 84
16293 16294 230
16294 17054 85
16294 17053 84
16295 17346 235
16295 16845 25
16296 16297 78
16296 17542 85
16297 16298 77
16298 16905 79
16299 17928 79
16301 16548 66
16301 48626 48
16301 16302 42
16301 17854 161
16301 53896 56
16302 48626 18
16302 16548 56
16303 16304 97
16304 17719 71
16305 16306 145
16307 17603 79
16308 49527 33
16308 49526 33
16308 17523 154
16309 17558 46
16309 49526 49
16309 17524 89
16309 16310 201
16310 17525 90
16311 17500 261
16311 16312 85
16311 47648 145
16312 16313 82
16312 16498 261
16312 16497 261
16313 17908 261
16313 17527 261
16314 17528 261
16314 17907 261
16315 17529 261
16317 17887 261
16317 41112 243
16318 48627 15
16318 47644 99
16319 47644 59
16321 16322 125
16322 49531 27
16322 46383 23
16323 17899 16
16324 17839 38
16325 16585 91
16325 44377 79
16326 16327 84
16326 17347 155
16326 16846 107
16327 16847 107
16327 17348 156
16328 16789 106
16329 44768 95
16329 16869 75
16330 17159 143
16331 47781 60
16331 16332 69
16332 17003 111
16332 54238 175
16332 16333 111
16333 17944 168
16334 17947 168
16335 16336 81
16335 16589 144
16336 16337 79
16336 17298 136
16337 17098 128
16338 16339 108
16338 17868 69
16339 17710 74
16340 45940 186
16340 16383 75
16340 54838 197
16341 16571 107
16342 16343 108
16342 17955 107
16343 16344 68
16343 17652 107
16344 17190 119
16345 17758 109
16346 16347 259
16346 17808 109
16347 45382 100
16348 17118 67
16349 16350 101
16349 45010 419
16349 42885 282
16351 16352 73
16352 16353 35
16354 46734 39
16354 17560 80
16355 17550 79
16356 16357 61
16356 50433 151
16358 54812 18
16358 54810 18
16358 54809 62
16358 54811 41
16359 48532 78
16359 55018 286
16360 16361 78
16360 48532 79
16361 16362 383
16361 55013 469
16362 43471 317
16362 16363 70
16362 43470 322
16363 55052 98
16364 55052 72
16365 54210 173
16365 16366 78
16366 16367 78
16368 17910 84
16368 16369 80
16368 16510 88
16369 17559 80
16369 16596 78
16369 16597 91
16371 16372 92
16371 16587 152
16372 16373 79
16372 17296 175
16373 43482 176
16375 43162 30
16375 16376 109
16376 55025 49
16377 16580 77
16378 17705 118
16379 17623 320
16380 46426 175
16380 16381 66
16381 16382 91
16382 45948 7
16382 16383 82
16382 17611 92
16383 16877 70
16383 45950 209
16384 45947 100
16384 45938 37
16385 45927 11
16385 17423 9
16385 45931 47
16385 45938 9
16386 45919 38
16386 45918 83
16386 17685 85
16388 45102 444
16388 45133 331
16389 45102 47
16390 17881 191
16391 16392 79
16396 16397 63
16397 16398 82
16397 17471 114
16398 16719 150
16399 17881 99
16400 49844 166
16400 17401 82
16400 16401 82
16401 16609 216
16402 17167 79
16403 16733 79
16404 46752 183
16404 17222 198
16404 41402 116
16404 16980 157
16405 17929 282
16405 46759 27
16406 17797 84
16406 16647 199
16407 16644 87
16407 17852 76
16407 16408 121
16408 17853 79
16408 16645 86
16409 47758 66
16409 17817 113
16410 17653 83
16411 17178 50
16411 48894 56
16412 53476 33
16412 53475 41
16412 47640 79
16412 16758 81
16413 53476 168
16413 17654 83
16414 17382 83
16415 17052 70
16416 42767 151
16417 16418 60
16418 17213 88
16419 16990 105
16419 16989 53
16420 17273 107
16420 16421 79
16421 16961 108
16422 17819 171
16423 16424 100
16423 17764 84
16424 17284 56
16425 52328 298
16426 52331 40
16427 51257 108
16428 49852 25
16428 17826 34
16428 16429 126
16429 16430 243
16429 17409 75
16430 46684 21
16430 50109 20
16431 16432 117
16431 50109 31
16431 46684 31
16432 17095 67
16434 16435 189
16434 17676 78
16434 17506 49
16435 17508 74
16435 17785 80
16436 44283 47
16437 17363 75
16437 16438 161
16438 16439 129
16438 17732 75
16439 16448 62
16439 17733 78
16439 17727 33
16440 51329 17
16440 17228 143
16440 45012 184
16440 45013 41
16441 44872 28
16441 45009 31
16441 17228 208
16442 16443 87
16443 16444 261
16444 17852 79
16445 17797 247
16446 16447 42
16446 17628 29
16447 17628 28
16448 54667 26
16448 17728 28
16448 16449 82
16448 17727 73
16449 16449 69
16450 16451 81
16451 44252 206
16452 16453 79
16454 16455 82
16455 16456 101
16455 17360 245
16456 17849 206
16457 16458 52
16457 17939 90
16458 16459 78
16458 17939 75
16459 17940 188
16460 16461 104
16461 16462 119
16461 16543 83
16462 16544 82
16463 16464 86
16463 55088 250
16464 42758 104
16467 44183 14
16468 17730 107
16469 17620 17
16469 17789 70
16469 16470 174
16470 17789 168
16471 47577 226
16472 17149 79
16472 16473 122
16472 17913 78
16473 16614 93
16473 16542 92
16473 16474 56
16474 16542 80
16475 17805 79
16476 17632 79
16476 17631 79
16477 17808 129
16477 17375 115
16477 55019 145
16478 17407 78
16478 17150 79
16479 50240 254
16479 17870 79
16480 16481 163
16480 55122 75
16481 16482 155
16481 16851 74
16482 16782 70
16483 16484 58
16483 16591 66
16484 16485 126
16485 16592 71
16487 44236 25
16487 44186 95
16488 44185 77
16489 16490 79
16491 16492 76
16491 54994 44
16492 16493 79
16492 53887 147
16494 47752 74
16495 16496 90
16495 50310 234
16495 47752 87
16497 17527 82
16498 17908 82
16498 17500 84
16498 16499 257
16499 17896 82
16500 16722 172
16500 16501 82
16501 17623 111
16503 44633 237
16504 44197 50
16504 16505 63
16504 16912 282
16505 17486 255
16505 46729 150
16506 53286 7
16506 17651 105
16507 53286 88
16507 45062 113
16509 51334 11
16509 17321 124
16509 16598 18
16510 16511 79
16511 16512 78
16511 16625 225
16511 17910 46
16512 16626 209
16512 17910 88
16513 17122 76
16513 16514 317
16514 44255 77
16514 17783 76
16515 17784 76
16516 17305 82
16517 48623 63
16518 17434 80
16519 16520 71
16520 16521 29
16521 48620 177
16521 16522 55
16522 16611 47
16522 16523 22
16523 16524 81
16523 16611 39
16524 16525 77
16526 16621 80
16527 51803 139
16528 17311 150
16529 16997 193
16529 16530 71
16530 16699 204
16530 16531 68
16531 17945 83
16532 16533 95
16532 17293 135
16533 16534 45
16533 17308 129
16534 16535 130
16534 16860 134
16535 17371 55
16535 17309 135
16536 17037 118
16536 53381 77
16537 17260 224
16537 16538 108
16537 48664 89
16538 17886 191
16539 53574 88
16539 17075 257
16539 47399 177
16540 16806 180
16540 16541 87
16540 16612 300
16541 17187 194
16541 16613 237
16542 16615 153
16542 17806 218
16542 16723 88
16543 16544 123
16545 17716 107
16546 50146 87
16546 17839 75
16547 17188 86
16548 53896 17
16548 50053 61
16549 45121 161
16550 16914 43
16550 45117 195
16550 45121 98
16551 16552 192
16551 45117 249
16552 16916 54
16552 16553 57
16553 45082 71
16554 45066 47
16555 45138 69
16556 44747 74
16556 47579 241
16556 44742 111
16557 16768 81
16557 16558 113
16558 16769 79
16558 16559 154
16559 16770 160
16559 16560 35
16560 41055 193
16560 17250 265
16561 16562 153
16561 17652 80
16562 17190 88
16563 17744 86
16563 16564 148
16563 17133 92
16564 16565 137
16564 17745 77
16564 17134 76
16565 17746 82
16565 17135 86
16566 43382 239
16569 17769 256
16569 49849 206
16570 55050 80
16570 43469 103
16572 16573 211
16573 49851 98
16573 16574 81
16574 16575 37
16574 17826 77
16575 49853 30
16575 17408 45
16575 16576 98
16576 16577 255
16576 17409 72
16577 17410 75
16578 48226 98
16578 50176 290
16579 17041 122
16580 17412 60
16581 41236 213
16582 46702 35
16582 50094 8
16582 50095 11
16583 16871 81
16583 16584 144
16584 16936 53
16584 16935 81
16585 16985 79
16586 17295 56
16587 17296 89
16588 17297 79
16588 16589 144
16589 17298 80
16590 16591 183
16590 17299 92
16591 16956 92
16591 16592 185
16592 17300 93
16593 17537 73
16593 17302 121
16593 16594 114
16594 17092 73
16595 48114 81
16597 17559 48
16598 51334 12
16598 17320 65
16598 51941 113
16599 50080 57
16600 45384 79
16600 41112 22
16601 16602 167
16602 17760 115
16602 43444 119
16603 16604 39
16603 16774 196
16604 17064 77
16604 40935 86
16604 16605 154
16605 17065 78
16606 16607 127
16606 17063 79
16607 16622 80
16608 53875 65
16608 42847 194
16609 17400 79
16610 17825 79
16612 16613 103
16612 16639 41
16612 16805 85
16614 17149 74
16615 17806 192
16615 16616 30
16616 16724 186
16616 54202 51
16617 16618 79
16617 53952 76
16617 17317 153
16618 16619 79
16620 16621 79
16622 16623 80
16622 17063 142
16623 16777 157
16624 16625 80
16624 17239 219
16625 17889 234
16625 16626 80
16626 17583 250
16627 50634 39
16627 16628 191
16627 16692 160
16627 16693 38
16629 48922 21
16629 17666 131
16630 16631 149
16630 48922 79
16630 16990 35
16631 16632 139
16631 16672 114
16632 16633 30
16632 16673 26
16632 16672 82
16633 16634 149
16633 16673 20
16633 16962 136
16634 16635 35
16634 17034 25
16634 16674 129
16635 17034 27
16636 47461 272
16637 16638 99
16637 17923 140
16638 17075 89
16640 50080 52
16640 54134 41
16641 17531 82
16642 16643 93
16642 16981 166
16643 16644 79
16643 44189 86
16643 17903 166
16644 16645 108
16644 17025 102
16646 17026 106
16647 54375 23
16647 53878 15
16647 50054 46
16648 54110 97
16648 17854 110
16649 54111 4
16649 54691 26
16649 43152 52
16650 48619 9
16650 48621 32
16651 44237 49
16651 44283 39
16651 53932 35
16651 44238 19
16652 53932 9
16652 16880 58
16652 44237 33
16652 16653 74
16653 54172 234
16654 44738 282
16655 16656 24
16657 53731 48
16658 16797 45
16658 44612 167
16659 16909 78
16660 16759 79
16660 47366 245
16661 49529 34
16661 17838 46
16661 49528 34
16663 17150 78
16664 50247 11
16664 17151 79
16666 17754 77
16666 16667 146
16666 47596 159
16667 17755 77
16667 16668 82
16668 16669 85
16668 17288 76
16669 47594 144
16670 16671 72
16670 17667 157
16671 16672 66
16671 16994 157
16672 17871 157
16673 16674 123
16673 16961 270
16674 17033 123
16675 43422 31
16675 16676 83
16675 17634 197
16676 17635 195
16676 16677 79
16677 17630 195
16678 17185 194
16678 43204 89
16679 17535 79
16680 16681 63
16680 46625 94
16680 46611 344
16681 16930 274
16681 17226 164
16682 52310 172
16683 16891 174
16684 16892 168
16684 16685 86
16685 16706 344
16685 16686 79
16685 16893 173
16686 16707 337
16687 16895 181
16687 16708 321
16687 48584 78
16688 48584 79
16688 16896 184
16688 16689 78
16688 16709 306
16689 16710 299
16689 16820 183
16689 48588 79
16690 48588 80
16690 52323 267
16690 16691 77
16690 16897 184
16691 16898 183
16691 16692 81
16692 47590 184
16694 16899 121
16694 16695 44
16695 17289 75
16695 16696 29
16696 16697 99
16696 48585 110
16697 47608 57
16698 16699 110
16698 16996 76
16698 52333 48
16698 53388 44
16699 16997 19
16700 16933 34
16700 16932 68
16700 16701 148
16701 53803 30
16701 17946 65
16702 46403 78
16703 45377 10
16703 55006 49
16703 17374 78
16703 55014 10
16704 47893 51
16705 48589 219
16705 16706 85
16706 16707 79
16709 16710 79
16709 17281 189
16710 16819 149
16711 16712 14
16712 51754 11
16712 51752 74
16712 54230 37
16713 17155 42
16713 16714 249
16714 17156 95
16714 16715 81
16715 53568 64
16715 43206 101
16715 16716 48
16716 53568 71
16717 47821 105
16717 17402 145
16717 47823 17
16718 47823 28
16718 55040 79
16719 17471 81
16720 17914 80
16720 17855 49
16722 17623 89
16723 16724 124
16723 17913 80
16724 17912 82
16725 16726 298
16725 17720 112
16725 17306 80
16726 51264 109
16726 17307 104
16727 51263 41
16728 16729 50
16728 51263 28
16728 51262 48
16729 16730 30
16729 17687 110
16730 16731 76
16731 17862 218
16732 51260 73
16733 16734 79
16735 16736 79
16736 16737 79
16738 16739 79
16739 16740 79
16739 16901 183
16740 16741 80
16740 17265 163
16741 16742 152
16741 17240 81
16742 17241 80
16743 16744 81
16744 16745 85
16745 16746 84
16745 17332 200
16746 16747 79
16749 17080 202
16749 17079 92
16750 16751 79
16750 17378 93
16751 16752 79
16751 17379 185
16752 16753 85
16752 17933 202
16753 16754 84
16753 17047 202
16754 16755 79
16754 17256 202
16755 16756 78
16755 16903 202
16756 17267 201
16756 16757 78
16757 17224 202
16758 53474 175
16758 17654 202
16759 16910 143
16760 16761 35
16760 50072 30
16761 16762 104
16761 50072 24
16762 17741 109
16762 51572 32
16763 16764 75
16763 51573 138
16763 16796 206
16764 16765 76
16764 17801 207
16765 17932 207
16766 48665 216
16766 17247 208
16767 17905 78
16767 17315 79
16768 16769 112
16769 16770 20
16772 16773 94
16772 17676 86
16772 17916 96
16774 16775 136
16775 17064 77
16776 41098 78
16777 17063 78
16778 47363 76
16778 16852 75
16778 42110 99
16779 17121 76
16779 16780 317
16780 17137 76
16781 17139 69
16782 16940 49
16782 44764 152
16783 17731 89
16783 17730 86
16783 16784 263
16784 16785 85
16784 16812 262
16786 17590 46
16786 17589 51
16787 17770 25
16787 50427 159
16789 16848 48
16789 44760 77
16790 16791 74
16790 17431 59
16791 17757 50
16791 16792 27
16791 17432 58
16792 17757 56
16792 17433 66
16793 17274 82
16794 16833 122
16794 17619 75
16795 17712 80
16795 17800 80
16796 17801 76
16798 17385 85
16799 17464 123
16799 49667 81
16800 16801 60
16800 17238 139
16801 17909 132
16801 16802 79
16803 17322 125
16806 17187 85
16807 17258 137
16807 50470 83
16808 16809 77
16809 47550 90
16809 45343 252
16810 17416 191
16810 45143 81
16811 44184 31
16811 17731 43
16811 16812 43
16811 44183 41
16812 44184 20
16813 17422 524
16814 54347 40
16815 16986 101
16815 16987 145
16816 17270 100
16816 16817 83
16816 17271 145
16817 17181 99
16817 16818 88
16817 48634 44
16817 48633 51
16818 17156 131
16818 17155 102
16819 17281 87
16819 52322 73
16820 16896 79
16821 46383 103
16821 16822 79
16822 17683 67
16822 16823 120
16822 17890 74
16823 17436 67
16824 17543 185
16825 53895 28
16825 50651 23
16826 47937 68
16828 55199 94
16830 17821 38
16831 17842 86
16831 16832 91
16832 17657 86
16832 46387 112
16833 16834 25
16834 47460 53
16835 17337 262
16836 17338 261
16837 17339 261
16838 16839 84
16838 17340 262
16839 16840 85
16839 17341 262
16840 17342 261
16841 16842 85
16841 17343 262
16842 16843 85
16842 17029 262
16843 16844 84
16843 17344 262
16844 17345 262
16846 16847 85
16847 44762 84
16848 53379 16
16848 17856 101
16849 17682 204
16849 16850 110
16850 17857 284
16851 47360 141
16852 17350 167
16853 17199 199
16853 17145 66
16854 16855 76
16854 17146 171
16854 17200 199
16855 16856 76
16855 16864 199
16855 16865 206
16856 17201 200
16857 17718 206
16857 17465 266
16858 44753 250
16859 17292 126
16859 16860 198
16859 17291 23
16860 17309 128
16861 17768 140
16861 16862 239
16863 17706 135
16864 17200 76
16864 17201 76
16865 17146 83
16865 42109 73
16866 17736 259
16867 16868 108
16867 17737 259
16868 17349 258
16868 16869 75
16869 17615 258
16870 16934 182
16871 16935 155
16872 16873 41
16874 53456 20
16874 16875 57
16874 53455 25
16875 51951 101
16876 16907 53
16878 17435 139
16878 17233 121
16879 16880 110
16879 17234 79
16881 45884 18
16881 41220 14
16881 45886 54
16882 16883 68
16882 45880 48
16882 47524 246
16883 16884 88
16883 17772 70
16884 17751 67
16885 17007 76
16886 16887 106
16886 17497 230
16887 17496 188
16888 17495 114
16888 16889 96
16889 17216 88
16890 54024 78
16891 54545 79
16892 16893 85
16893 16894 78
16897 16898 77
16898 47590 82
16899 48585 71
16900 17171 78
16900 17172 80
16901 17265 81
16902 17266 88
16902 17255 78
16903 17267 79
16903 17256 77
16904 17268 80
16905 17542 145
16909 42734 66
16910 47365 113
16912 17486 109
16912 41230 87
16913 17560 116
16913 41229 55
16914 46737 41
16914 46738 43
16914 16915 84
16915 17660 132
16915 44198 242
16916 17648 36
16916 45081 176
16917 17438 89
16918 17498 84
16921 16922 122
16921 17493 78
16922 17128 79
16922 16923 234
16923 17494 79
16924 16925 81
16924 17045 97
16924 46273 36
16925 46271 73
16925 17046 79
16926 17332 85
16926 17043 88
16927 17334 94
16927 48213 204
16927 17044 90
16928 44614 189
16928 16929 261
16929 53627 77
16930 53839 46
16930 16931 145
16931 17943 105
16932 50207 110
16932 54351 161
16934 17946 151
16935 17295 136
16936 17769 126
16937 42930 112
16938 46537 97
16938 46553 123
16939 46546 82
16939 46394 125
16940 46697 187
16941 16942 74
16943 45851 138
16943 45892 70
16943 54362 178
16944 16945 79
16945 17455 166
16946 17456 142
16946 17777 236
16947 17685 159
16947 16948 82
16947 17459 168
16947 45917 86
16948 16949 56
16948 17460 168
16948 17612 149
16949 16957 17
16950 50169 33
16950 50170 31
16951 50169 17
16951 16952 62
16951 17457 140
16952 16953 18
16953 54843 57
16953 17458 165
16954 49851 30
16954 49852 47
16955 17779 177
16956 17299 185
16956 17300 183
16957 16958 34
16957 17461 150
16959 48633 96
16959 17271 79
16959 16960 167
16959 52129 87
16960 17272 80
16960 17032 79
16961 51257 79
16961 17273 79
16962 17871 98
16962 16963 123
16962 17034 98
16963 17872 98
16963 17035 98
16964 53516 228
16964 16965 189
16964 17036 101
16965 53381 97
16965 16966 192
16965 17314 99
16966 17803 98
16966 17037 100
16967 17038 110
16967 17372 61
16968 47832 64
16968 17761 324
16969 17762 132
16970 16971 37
16970 17069 194
16972 17753 77
16972 17608 94
16973 17009 75
16973 17010 84
16974 16975 77
16974 45858 96
16974 17610 223
16974 45855 92
16975 17607 99
16975 17824 210
16976 50305 50
16977 17307 327
16977 50071 75
16978 17693 106
16980 46739 11
16981 17903 94
16982 16983 86
16983 16984 81
16983 43415 90
16985 44377 91
16986 44377 98
16987 17669 103
16987 16988 167
16988 16989 161
16988 17665 82
16989 17666 81
16990 48922 67
16991 16992 193
16991 17314 67
16991 17313 69
16992 16993 104
16992 17371 54
16992 17803 68
16993 17371 100
16994 16995 122
16994 17667 72
16994 17871 67
16995 17668 71
16995 17872 68
16996 16997 32
16996 53389 54
16998 54167 10
16998 17927 143
16998 49030 144
16999 53804 11
16999 49031 68
16999 50206 32
16999 53803 46
17000 50623 61
17000 54466 31
17001 17884 109
17001 17002 95
17002 54238 12
17002 54237 22
17003 17958 76
17004 17455 76
17004 46472 56
17005 46434 26
17005 45146 91
17006 46434 109
17006 17088 95
17006 17087 82
17008 17009 84
17010 17011 84
17011 17012 108
17014 17015 79
17014 46709 112
17015 17145 136
17016 52006 102
17017 17018 120
17017 17491 81
17017 17133 97
17018 17834 89
17018 17134 97
17018 17019 166
17019 17835 83
17019 17135 90
17020 17701 83
17020 17021 124
17021 54068 48
17021 17419 83
17022 43409 57
17023 51986 11
17023 42861 85
17025 17898 64
17027 17836 84
17027 17028 170
17027 17580 85
17028 17579 85
17028 17837 84
17028 17029 91
17029 17343 85
17029 17344 85
17030 17578 85
17030 17793 85
17030 17031 251
17031 17058 84
17031 17059 85
17032 52129 168
17033 51257 142
17034 17035 123
17036 53381 190
17038 17042 29
17038 17039 46
17040 17041 30
17041 49026 77
17044 48212 104
17047 17933 85
17047 17256 87
17048 17257 122
17048 17049 133
17049 17774 85
17050 17789 212
17050 17051 87
17051 17620 213
17052 17790 213
17053 17658 223
17054 17519 233
17055 17717 180
17055 17791 236
17055 17056 84
17056 17057 85
17056 17792 238
17057 17521 240
17057 17522 26
17058 17793 246
17059 17577 104
17059 17578 257
17060 17482 258
17061 17833 61
17061 17130 74
17064 17065 153
17066 17781 37
17066 47654 27
17067 17068 73
17067 17698 40
17067 17430 73
17069 17396 72
17071 17072 66
17071 17637 47
17072 17636 61
17072 50244 82
17073 17186 143
17075 17923 82
17076 17703 78
17076 17077 124
17076 17702 95
17077 17420 94
17077 17421 79
17081 17082 142
17083 17167 79
17084 17603 78
17084 48577 65
17085 17086 92
17085 17613 117
17085 45899 102
17086 17551 116
17087 17750 109
17088 45146 129
17088 17089 33
17089 17090 77
17089 50913 35
17089 17490 52
17090 17091 26
17090 50914 125
17091 17303 30
17092 17537 114
17093 17094 70
17093 17847 116
17094 17708 117
17095 17410 107
17098 17298 71
17100 17101 106
17100 17815 22
17101 44605 23
17102 17103 763
17102 17107 24
17103 17104 8
17104 17113 80
17104 17105 74
17105 17106 90
17105 17113 102
17106 17112 86
17106 17107 62
17107 17112 68
17108 42795 72
17108 42798 192
17109 17110 19
17109 54139 43
17109 54138 33
17110 17111 83
17110 17117 85
17111 17112 21
17111 17117 43
17113 44247 111
17114 17115 223
17114 17117 47
17114 17116 244
17115 17116 125
17119 17120 77
17119 17245 315
17120 44757 77
17120 17443 317
17121 44757 76
17121 17137 318
17122 17783 317
17124 17125 84
17125 17126 33
17125 53910 31
17127 17688 235
17127 17832 124
17128 17494 234
17128 17493 122
17129 50436 86
17129 17639 117
17129 17638 111
17130 17131 79
17130 17742 143
17131 17743 156
17132 17133 95
17132 17554 170
17132 17553 173
17133 17134 134
17134 17135 152
17136 42814 59
17136 42820 58
17137 44758 76
17138 17139 89
17139 44759 82
17141 44749 115
17142 17143 142
17142 44749 153
17142 44741 85
17144 17145 84
17144 17198 230
17147 54777 32
17148 54777 174
17151 50246 10
17152 17677 297
17154 48580 74
17154 48581 151
17155 17181 72
17156 17157 179
17156 17182 98
17157 17183 88
17157 53568 25
17157 17158 210
17158 17184 85
17160 41088 182
17160 17161 81
17160 17831 131
17161 42832 136
17162 42830 172
17163 17164 63
17164 17165 80
17165 47934 116
17165 17166 76
17166 47935 99
17168 17169 79
17169 17170 79
17173 17174 20
17174 47940 202
17174 17175 43
17174 17304 122
17175 17749 122
17176 17177 278
17178 48894 21
17180 45458 122
17180 17269 88
17180 50066 59
17181 45458 97
17181 17270 86
17182 52129 39
17182 48634 84
17183 17184 245
17183 49234 60
17185 43203 89
17187 50243 176
17188 50209 213
17189 17242 57
17190 17652 117
17192 17779 113
17193 17194 94
17193 17404 77
17194 48106 132
17195 48106 127
17196 17197 91
17197 17310 58
17197 46597 70
17198 17199 76
17201 17706 181
17202 53479 109
17202 41124 396
17203 17204 101
17203 17556 88
17203 54248 144
17204 17556 48
17204 17205 74
17204 50438 40
17205 50437 53
17205 17549 166
17205 17206 199
17206 17549 110
17207 54249 101
17207 17692 67
17208 54249 30
17208 17746 220
17209 45381 154
17209 17822 37
17209 45379 36
17212 17213 67
17213 17214 88
17214 17901 81
17215 17392 93
17216 17217 55
17216 17495 82
17218 50431 63
17220 17321 73
17221 17222 151
17221 17660 108
17221 46751 64
17222 46754 86
17222 46758 98
17223 17268 79
17224 17267 78
17225 17382 83
17226 17227 88
17226 46622 105
17227 46623 86
17227 46620 116
17228 45012 112
17229 45009 50
17229 44872 85
17230 42885 47
17230 44215 90
17231 17232 76
17231 17694 255
17232 17865 256
17233 17234 76
17234 50775 89
17234 17361 264
17235 17453 69
17235 17236 38
17238 17909 14
17239 17889 79
17240 17241 140
17240 17726 77
17241 17454 76
17242 17655 55
17243 42807 190
17244 17875 39
17245 17443 77
17246 17444 77
17247 17445 77
17248 48897 66
17249 17448 74
17249 17573 214
17249 47634 187
17250 17695 123
17251 17328 84
17252 42833 109
17253 17254 109
17253 44186 134
17254 44185 79
17258 17634 54
17259 48664 197
17259 17886 126
17260 17261 94
17260 47401 103
17261 52151 13
17261 17804 74
17262 47817 78
17262 17403 79
17263 17264 139
17263 17306 83
17263 50069 168
17264 17307 86
17264 50070 152
17265 17275 81
17266 17860 93
17266 54854 134
17269 45459 111
17270 45459 98
17271 17272 167
17275 17453 53
17278 44996 145
17279 47593 85
17282 17283 89
17282 52336 69
17283 51754 93
17284 17285 35
17285 17764 136
17285 17286 38
17286 47841 46
17287 17288 78
17287 17877 46
17288 17755 66
17289 17878 95
17290 17291 57
17292 17293 57
17293 17308 59
17294 17768 146
17295 17769 117
17296 43368 42
17296 43481 26
17297 17298 155
17297 43368 140
17300 50175 27
17301 17537 182
17303 17490 105
17304 17749 41
17304 17748 44
17306 17307 214
17309 17312 23
17310 17891 124
17311 17922 151
17312 17313 69
17313 53516 189
17314 17803 193
17319 17663 50
17319 43165 240
17320 50963 76
17320 51335 12
17322 50291 82
17322 47932 114
17323 51262 31
17323 17324 48
17323 17510 56
17324 17325 30
17324 17510 28
17325 52208 38
17325 52209 21
17326 17511 85
17326 17327 138
17327 17512 84
17328 42736 16
17328 17513 84
17329 42736 52
17329 17376 104
17329 17330 65
17329 46445 742
17330 46272 44
17330 17377 58
17330 17509 85
17331 46271 59
17331 46272 82
17333 17514 82
17333 17334 99
17334 17515 94
17335 17336 79
17335 17645 27
17335 17864 129
17336 17619 124
17337 53971 60
17339 17518 261
17340 17341 84
17340 17823 261
17341 17342 85
17341 17873 261
17342 17520 261
17344 17345 84
17344 17579 91
17345 17869 92
17346 17481 263
17347 17348 84
17347 17809 263
17348 17413 263
17349 17615 85
17349 17737 95
17350 17931 48
17351 17723 84
17351 17352 140
17352 17739 83
17353 17354 138
17354 17355 182
17354 17715 78
17355 50103 193
17355 17675 78
17356 17811 141
17356 53460 37
17356 17357 34
17357 17772 159
17357 53459 94
17358 17360 46
17358 17359 53
17358 17698 36
17360 17849 53
17361 17435 76
17361 48615 124
17362 17626 161
17363 17732 160
17365 17366 79
17368 17369 138
17368 17492 79
17368 17489 91
17369 17426 79
17369 17427 90
17370 53677 88
17370 50777 184
17372 49662 80
17372 49026 54
17374 55018 4
17374 45377 74
17375 45382 23
17375 45380 56
17375 55019 197
17375 45378 80
17376 17377 99
17377 46273 8
17378 17379 120
17378 17788 109
17379 17380 21
17380 17933 66
17380 17472 13
17380 17381 122
17381 17933 101
17383 17384 85
17385 17464 156
17385 17386 83
17386 17387 19
17387 17464 145
17388 17447 200
17388 17448 177
17388 44743 86
17388 47634 76
17389 17563 172
17389 17390 80
17389 44622 80
17390 17564 176
17391 17565 260
17391 53369 50
17395 17396 411
17397 40985 96
17399 47492 109
17400 17401 138
17402 47824 12
17402 54808 101
17403 47817 17
17403 47818 120
17404 54386 133
17405 50473 85
17405 50475 282
17408 17826 47
17408 17409 96
17409 17410 256
17410 46684 58
17413 17809 84
17414 50293 10
17414 50282 82
17414 50646 87
17415 17800 80
17415 48107 33
17416 17417 77
17418 52312 93
17418 17419 82
17418 17616 123
17419 17701 124
17420 17702 124
17421 17703 124
17422 46449 32
17422 44992 259
17423 45939 184
17424 45931 108
17424 54838 11
17425 47783 27
17425 47781 38
17425 47782 47
17426 17492 135
17427 17428 89
17427 17489 137
17428 17935 137
17429 17954 127
17429 17430 134
17430 17756 88
17431 17432 74
17432 17433 60
17436 17683 125
17437 50049 14
17438 17439 74
17438 17648 289
17439 45365 2
17440 45364 162
17440 45365 214
17441 17442 94
17442 45339 243
17443 44758 77
17444 44759 77
17445 45388 380
17446 42960 131
17448 44741 80
17449 17450 8
17449 17451 68
17449 45119 83
17451 45120 203
17452 17562 83
17452 17662 92
17452 45364 265
17454 17726 127
17455 17456 33
17457 17678 62
17457 17458 75
17458 17680 123
17459 17460 82
17459 45910 65
17460 17461 80
17463 49667 26
17464 17465 85
17465 17466 77
17466 17467 78
17468 44869 46
17469 44869 46
17469 55034 129
17469 44868 46
17470 17471 34
17472 17788 78
17473 17774 78
17473 17773 79
17474 17543 31
17474 17475 127
17476 17859 81
17476 17605 72
17477 17902 87
17477 17943 83
17478 17767 75
17478 17766 76
17478 17479 148
17479 17878 76
17479 17879 75
17480 17534 70
17483 17544 161
17484 17485 96
17484 44200 40
17486 17487 227
17486 46733 111
17489 17935 87
17490 17846 76
17491 17834 107
17491 17553 96
17495 17901 125
17496 17497 82
17496 17775 130
17497 17918 178
17498 17650 131
17498 17499 192
17499 45342 440
17499 45357 139
17501 42811 104
17501 17676 146
17502 17814 68
17502 17503 73
17504 17505 144
17505 17506 222
17506 17507 25
17507 17508 189
17509 17844 79
17510 17687 75
17511 17625 78
17511 17512 138
17513 17858 79
17514 17863 82
17514 17515 94
17515 17656 82
17516 17861 79
17517 17820 100
17520 17873 85
17520 48230 79
17521 17792 84
